scheme,scheme_label,artifact_type,severity_label,severity_value,sample_index,score,deployment_threshold,research_threshold
autoencoder,Autoencoder,gaussian_noise,sigma_5,5.0,8,0.00039461615961045027,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_5,5.0,9,0.000762374431360513,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_5,5.0,10,0.000916448247153312,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_5,5.0,11,0.00013265106827020645,0.0017387918487656,0.0001624995929887
image_statistics,Image statistics,gaussian_noise,sigma_5,5.0,0,0.9800412654876709,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_5,5.0,1,0.8012680411338806,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_5,5.0,2,0.8063805103302002,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_5,5.0,3,0.7670498490333557,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_5,5.0,4,0.5250011086463928,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_5,5.0,5,0.8314384818077087,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_5,5.0,6,0.8927183747291565,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_5,5.0,7,0.7073161602020264,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_5,5.0,8,1.1219191551208496,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_5,5.0,9,0.5670835971832275,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_5,5.0,10,0.9400618672370911,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_5,5.0,11,1.6142809391021729,1.7220234692096696,0.6057427525520325
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_10,10.0,0,31.509151458740234,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_10,10.0,1,31.677053451538086,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_10,10.0,2,27.984140396118164,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_10,10.0,3,32.250328063964844,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_10,10.0,4,36.1158447265625,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_10,10.0,5,36.912044525146484,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_10,10.0,6,32.88487243652344,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_10,10.0,7,33.73479080200195,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_10,10.0,8,38.691566467285156,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_10,10.0,9,32.89670944213867,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_10,10.0,10,31.57823371887207,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_10,10.0,11,34.78213882446289,38.58238201141357,32.05723571777344
patchcore_l3,PatchCore L3,gaussian_noise,sigma_10,10.0,0,24.397035598754883,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_10,10.0,1,28.265409469604492,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_10,10.0,2,26.827669143676758,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_10,10.0,3,32.53138732910156,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_10,10.0,4,27.154848098754883,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_10,10.0,5,30.856582641601562,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_10,10.0,6,23.325042724609375,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_10,10.0,7,23.60789680480957,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_10,10.0,8,28.858009338378906,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_10,10.0,9,32.26453399658203,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_10,10.0,10,32.50649642944336,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_10,10.0,11,23.557981491088867,34.763293457031246,26.80457305908203
autoencoder,Autoencoder,gaussian_noise,sigma_10,10.0,0,0.00031912847771309316,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_10,10.0,1,0.0014876576606184244,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_10,10.0,2,0.001564309117384255,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_10,10.0,3,0.0011396242771297693,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_10,10.0,4,0.0008119919220916927,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_10,10.0,5,0.0007468442781828344,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_10,10.0,6,0.0008942927815951407,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_10,10.0,7,0.0005856477655470371,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_10,10.0,8,0.0004771648964378983,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_10,10.0,9,0.0008604373433627188,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_10,10.0,10,0.0010295768734067678,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_10,10.0,11,0.00022723829897586256,0.0017387918487656,0.0001624995929887
image_statistics,Image statistics,gaussian_noise,sigma_10,10.0,0,0.9509270787239075,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_10,10.0,1,0.8118840456008911,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_10,10.0,2,0.8245453834533691,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_10,10.0,3,0.7788444757461548,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_10,10.0,4,0.5099271535873413,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_10,10.0,5,0.8365755677223206,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_10,10.0,6,0.8887247443199158,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_10,10.0,7,0.6908589601516724,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_10,10.0,8,1.1076267957687378,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_10,10.0,9,0.5930685997009277,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_10,10.0,10,0.962276041507721,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_10,10.0,11,1.5210524797439575,1.7220234692096696,0.6057427525520325
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_20,20.0,0,42.319610595703125,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_20,20.0,1,37.83922576904297,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_20,20.0,2,37.00641632080078,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_20,20.0,3,39.36946487426758,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_20,20.0,4,41.118656158447266,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_20,20.0,5,43.49913024902344,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_20,20.0,6,42.39229202270508,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_20,20.0,7,42.47496032714844,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_20,20.0,8,46.18024826049805,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_20,20.0,9,42.205589294433594,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_20,20.0,10,38.97698974609375,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_20,20.0,11,50.643985748291016,38.58238201141357,32.05723571777344
patchcore_l3,PatchCore L3,gaussian_noise,sigma_20,20.0,0,42.47442626953125,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_20,20.0,1,40.596458435058594,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_20,20.0,2,36.137760162353516,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_20,20.0,3,33.46448516845703,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_20,20.0,4,32.74015426635742,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_20,20.0,5,34.006126403808594,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_20,20.0,6,40.4661750793457,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_20,20.0,7,46.52558135986328,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_20,20.0,8,52.607276916503906,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_20,20.0,9,33.93714904785156,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_20,20.0,10,34.05692672729492,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_20,20.0,11,43.07197952270508,34.763293457031246,26.80457305908203
autoencoder,Autoencoder,gaussian_noise,sigma_20,20.0,0,0.0006496565765701234,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_20,20.0,1,0.0018087628995999694,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_20,20.0,2,0.0019388365326449275,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_20,20.0,3,0.0015263898530974984,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_20,20.0,4,0.0011493340134620667,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_20,20.0,5,0.001085961703211069,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_20,20.0,6,0.0012150595430284739,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_20,20.0,7,0.0008959451806731522,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_20,20.0,8,0.000743041920941323,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_20,20.0,9,0.0012269290164113045,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_20,20.0,10,0.0014085485599935055,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_20,20.0,11,0.0005220877937972546,0.0017387918487656,0.0001624995929887
image_statistics,Image statistics,gaussian_noise,sigma_20,20.0,0,1.1641765832901,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_20,20.0,1,1.0319730043411255,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_20,20.0,2,1.0352928638458252,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_20,20.0,3,0.9353227019309998,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_20,20.0,4,0.7949327826499939,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_20,20.0,5,0.9469559788703918,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_20,20.0,6,1.1072659492492676,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_20,20.0,7,0.8526683449745178,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_20,20.0,8,1.341805338859558,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_20,20.0,9,0.8201389908790588,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_20,20.0,10,1.1267679929733276,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_20,20.0,11,1.4048991203308105,1.7220234692096696,0.6057427525520325
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_40,40.0,0,52.38347625732422,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_40,40.0,1,46.142547607421875,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_40,40.0,2,44.35828399658203,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_40,40.0,3,45.848514556884766,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_40,40.0,4,49.44042205810547,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_40,40.0,5,50.04647445678711,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_40,40.0,6,50.524085998535156,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_40,40.0,7,50.84078598022461,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_40,40.0,8,57.317237854003906,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_40,40.0,9,49.207496643066406,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_40,40.0,10,47.783058166503906,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,gaussian_noise,sigma_40,40.0,11,60.758541107177734,38.58238201141357,32.05723571777344
patchcore_l3,PatchCore L3,gaussian_noise,sigma_40,40.0,0,35.40171813964844,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_40,40.0,1,42.99818801879883,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_40,40.0,2,29.011066436767578,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_40,40.0,3,31.431903839111328,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_40,40.0,4,29.156387329101562,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_40,40.0,5,32.71949005126953,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_40,40.0,6,34.83509063720703,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_40,40.0,7,38.9650993347168,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_40,40.0,8,45.210018157958984,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_40,40.0,9,34.49263381958008,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_40,40.0,10,34.53696823120117,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,gaussian_noise,sigma_40,40.0,11,36.147361755371094,34.763293457031246,26.80457305908203
autoencoder,Autoencoder,gaussian_noise,sigma_40,40.0,0,0.0016459347680211067,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_40,40.0,1,0.002991968998685479,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_40,40.0,2,0.0031930701807141304,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_40,40.0,3,0.0028301787097007036,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_40,40.0,4,0.002267149742692709,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_40,40.0,5,0.002222935203462839,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_40,40.0,6,0.0021820662077516317,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_40,40.0,7,0.0018615558510646224,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_40,40.0,8,0.0015680926153436303,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_40,40.0,9,0.0024521569721400738,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_40,40.0,10,0.002595161320641637,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,gaussian_noise,sigma_40,40.0,11,0.0013631725450977683,0.0017387918487656,0.0001624995929887
image_statistics,Image statistics,gaussian_noise,sigma_40,40.0,0,2.2027781009674072,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_40,40.0,1,2.318131446838379,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_40,40.0,2,2.3149046897888184,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_40,40.0,3,2.27237868309021,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_40,40.0,4,2.1726877689361572,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_40,40.0,5,2.217271566390991,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_40,40.0,6,2.253267288208008,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_40,40.0,7,2.20993971824646,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_40,40.0,8,2.4121053218841553,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_40,40.0,9,2.1888036727905273,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_40,40.0,10,2.295325994491577,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,gaussian_noise,sigma_40,40.0,11,2.2225000858306885,1.7220234692096696,0.6057427525520325
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_90,10.0,0,22.12144660949707,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_90,10.0,1,24.138904571533203,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_90,10.0,2,18.87091064453125,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_90,10.0,3,24.60247230529785,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_90,10.0,4,31.03009605407715,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_90,10.0,5,28.70842170715332,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_90,10.0,6,24.90053367614746,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_90,10.0,7,27.6932373046875,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_90,10.0,8,32.22282028198242,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_90,10.0,9,26.828872680664062,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_90,10.0,10,23.341365814208984,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_90,10.0,11,16.252376556396484,38.58238201141357,32.05723571777344
patchcore_l3,PatchCore L3,jpeg_compression,quality_90,10.0,0,23.517032623291016,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,jpeg_compression,quality_90,10.0,1,28.79055404663086,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,jpeg_compression,quality_90,10.0,2,27.08061981201172,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,jpeg_compression,quality_90,10.0,3,33.436988830566406,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,jpeg_compression,quality_90,10.0,4,26.765695571899414,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,jpeg_compression,quality_90,10.0,5,30.749055862426758,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,jpeg_compression,quality_90,10.0,6,24.1334228515625,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,jpeg_compression,quality_90,10.0,7,24.772663116455078,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,jpeg_compression,quality_90,10.0,8,28.94329071044922,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,jpeg_compression,quality_90,10.0,9,32.262672424316406,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,jpeg_compression,quality_90,10.0,10,32.839683532714844,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,jpeg_compression,quality_90,10.0,11,20.66497039794922,34.763293457031246,26.80457305908203
autoencoder,Autoencoder,jpeg_compression,quality_90,10.0,0,0.0001894244778668508,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,jpeg_compression,quality_90,10.0,1,0.0013782063033431768,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,jpeg_compression,quality_90,10.0,2,0.001436352962628007,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,jpeg_compression,quality_90,10.0,3,0.001009459956549108,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,jpeg_compression,quality_90,10.0,4,0.0006855084211565554,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,jpeg_compression,quality_90,10.0,5,0.0006246751290746033,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,jpeg_compression,quality_90,10.0,6,0.0007748213829472661,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,jpeg_compression,quality_90,10.0,7,0.0004624695866368711,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,jpeg_compression,quality_90,10.0,8,0.0003677625209093094,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,jpeg_compression,quality_90,10.0,9,0.0007323749596253037,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,jpeg_compression,quality_90,10.0,10,0.0008854623883962631,0.0017387918487656,0.0001624995929887
autoencoder,Autoencoder,jpeg_compression,quality_90,10.0,11,0.00010593220213195309,0.0017387918487656,0.0001624995929887
image_statistics,Image statistics,jpeg_compression,quality_90,10.0,0,1.0150988101959229,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,jpeg_compression,quality_90,10.0,1,0.8351348042488098,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,jpeg_compression,quality_90,10.0,2,0.8067489862442017,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,jpeg_compression,quality_90,10.0,3,0.7715307474136353,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,jpeg_compression,quality_90,10.0,4,0.5440706014633179,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,jpeg_compression,quality_90,10.0,5,0.8281424045562744,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,jpeg_compression,quality_90,10.0,6,0.9198384284973145,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,jpeg_compression,quality_90,10.0,7,0.6980597376823425,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,jpeg_compression,quality_90,10.0,8,1.1265231370925903,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,jpeg_compression,quality_90,10.0,9,0.5758170485496521,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,jpeg_compression,quality_90,10.0,10,0.9365785121917725,1.7220234692096696,0.6057427525520325
image_statistics,Image statistics,jpeg_compression,quality_90,10.0,11,1.666361927986145,1.7220234692096696,0.6057427525520325
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_70,30.0,0,21.908662796020508,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_70,30.0,1,25.307077407836914,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_70,30.0,2,20.507394790649414,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_70,30.0,3,25.450685501098633,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_70,30.0,4,31.219524383544922,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_70,30.0,5,28.56635093688965,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_70,30.0,6,24.910417556762695,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_70,30.0,7,27.160808563232422,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_70,30.0,8,32.457881927490234,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_70,30.0,9,26.87750816345215,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_70,30.0,10,23.56941795349121,38.58238201141357,32.05723571777344
mahalanobis_feature,Mahalanobis feature,jpeg_compression,quality_70,30.0,11,17.157642364501953,38.58238201141357,32.05723571777344
patchcore_l3,PatchCore L3,jpeg_compression,quality_70,30.0,0,23.191524505615234,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,jpeg_compression,quality_70,30.0,1,28.90829849243164,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,jpeg_compression,quality_70,30.0,2,26.355234146118164,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,jpeg_compression,quality_70,30.0,3,33.317386627197266,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,jpeg_compression,quality_70,30.0,4,26.8716983795166,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,jpeg_compression,quality_70,30.0,5,30.493043899536133,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,jpeg_compression,quality_70,30.0,6,24.280370712280273,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,jpeg_compression,quality_70,30.0,7,25.775487899780273,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,jpeg_compression,quality_70,30.0,8,29.319316864013672,34.763293457031246,26.80457305908203
patchcore_l3,PatchCore L3,jpeg_compression,quality_70,30.0,9,31.935802459716797,34.763293457031246,26.80457305908203
