scheme,scheme_label,ood_subtype,analysis,auroc,auprc,fpr_at_95_tpr,id_count,ood_count
image_statistics,Image statistics,colour_fundus,only_subtype,0.8364444444444444,0.7732720731799679,0.44666666666666666,150,150
image_statistics,Image statistics,colour_fundus,removed_subtype,0.7612933333333334,0.9684817809636772,0.76,150,1500
image_statistics,Image statistics,composite_layout,only_subtype,0.9537777777777778,0.9118862258129428,0.07333333333333333,150,150
image_statistics,Image statistics,composite_layout,removed_subtype,0.74956,0.9662093546752342,0.76,150,1500
image_statistics,Image statistics,gaussian_noise,only_subtype,0.8682666666666666,0.8211464779809733,0.5133333333333333,150,150
image_statistics,Image statistics,gaussian_noise,removed_subtype,0.758111111111111,0.9678579043217972,0.76,150,1500
image_statistics,Image statistics,jpeg_compression,only_subtype,0.5104000000000001,0.5218320391411675,0.9466666666666667,150,150
image_statistics,Image statistics,jpeg_compression,removed_subtype,0.7938977777777778,0.9725714582524471,0.6866666666666666,150,1500
image_statistics,Image statistics,oct_screenshot,only_subtype,0.9709777777777777,0.9201362167752315,0.07333333333333333,150,150
image_statistics,Image statistics,oct_screenshot,removed_subtype,0.7478400000000001,0.9656293508270327,0.76,150,1500
image_statistics,Image statistics,rectangle_annotation,only_subtype,0.7348888888888889,0.6786061820814557,0.6133333333333333,150,150
image_statistics,Image statistics,rectangle_annotation,removed_subtype,0.7714488888888889,0.9699554207988206,0.76,150,1500
image_statistics,Image statistics,text_watermark,only_subtype,0.5129333333333332,0.527093134175086,0.9533333333333334,150,150
image_statistics,Image statistics,text_watermark,removed_subtype,0.7936444444444444,0.9725301806975482,0.6866666666666666,150,1500
