eval_set,scheme,scheme_label,method_family,auroc,auprc,fpr_at_95_tpr,id_false_rejection_rate,ood_recall_at_threshold,auroc_rank,auprc_rank,fpr95_rank,interpretability_score,complexity_score,balanced_selection_score,recommendation,notes
balanced_by_subtype,image_statistics,Image statistics,low-level image statistics,0.7681252525252524,0.9716962780149578,0.7466666666666667,0.02666666666666667,0.2993939393939394,6.0,7.0,5.0,0.75,0.2,0.7086309727747088,comparison_baseline,synthetic ID fallback; not real clinical FAF validation; training ID-only; OOD evaluation-only
balanced_by_subtype,autoencoder,Autoencoder,pixel reconstruction,0.7648848484848485,0.9763007249116953,0.9466666666666667,0.02666666666666667,0.5587878787878788,7.0,6.0,8.0,0.55,0.4,0.5889037813459754,comparison_baseline,synthetic ID fallback; not real clinical FAF validation; training ID-only; OOD evaluation-only
balanced_by_subtype,global_feature_knn,Global feature kNN,global feature distance,0.9458020202020203,0.9949310494716149,0.38,0.03333333333333333,0.8024242424242424,2.0,2.0,2.0,0.55,0.45,0.732146613934727,comparison_baseline,synthetic ID fallback; not real clinical FAF validation; training ID-only; OOD evaluation-only
balanced_by_subtype,mahalanobis_feature,Mahalanobis feature,statistical feature distance,0.9724363636363637,0.9974611994053375,0.2,0.04666666666666667,0.9078787878787878,1.0,1.0,1.0,0.6,0.5,0.7739795126083403,selected_for_discussion,synthetic ID fallback; not real clinical FAF validation; training ID-only; OOD evaluation-only
balanced_by_subtype,patchcore_l2,PatchCore L2,patch-level feature memory bank,0.8279858585858586,0.9827546263887947,0.7866666666666666,0.06,0.62,5.0,5.0,6.0,0.8,0.65,0.6348147636615974,comparison_baseline,synthetic ID fallback; not real clinical FAF validation; training ID-only; OOD evaluation-only
balanced_by_subtype,patchcore_l3,PatchCore L3,patch-level feature memory bank,0.8819333333333335,0.9880142869349209,0.6333333333333333,0.06666666666666667,0.7096969696969697,3.0,3.0,3.0,0.85,0.65,0.6873228573869843,comparison_baseline,synthetic ID fallback; not real clinical FAF validation; training ID-only; OOD evaluation-only
balanced_by_subtype,patchcore_l4,PatchCore L4,patch-level feature memory bank,0.7502020202020202,0.9692480327260357,0.8466666666666667,0.03333333333333333,0.3527272727272727,8.0,8.0,7.0,0.8,0.6,0.6145566772522778,comparison_baseline,synthetic ID fallback; not real clinical FAF validation; training ID-only; OOD evaluation-only
balanced_by_subtype,patchcore_l2_l3,PatchCore L2+L3,patch-level feature memory bank,0.8721737373737374,0.9874269752286322,0.6866666666666666,0.07333333333333333,0.6933333333333334,4.0,4.0,4.0,0.85,0.75,0.6545868091871406,comparison_baseline,synthetic ID fallback; not real clinical FAF validation; training ID-only; OOD evaluation-only
