eval_set,scheme,scheme_label,run_name,ood_type,ood_subtype,auroc,auprc,fpr_at_95_tpr,id_count,ood_count
full_ood_stress,autoencoder,Autoencoder,autoencoder_baseline,sensory_artifact,jpeg_compression,0.505688888888889,0.5137057370084033,0.96,150,150
full_ood_stress,autoencoder,Autoencoder,autoencoder_baseline,semantic_outlier,cifar10_natural,0.9734266666666668,0.9928439185924665,0.14,150,500
full_ood_stress,global_feature_knn,Global feature kNN,global_feature_knn,modality_shift,colour_fundus,1.0,1.0,0.0,150,200
full_ood_stress,global_feature_knn,Global feature kNN,global_feature_knn,modality_shift,oct_screenshot,1.0,1.0,0.0,150,200
full_ood_stress,global_feature_knn,Global feature kNN,global_feature_knn,sensory_artifact,text_watermark,0.5699555555555555,0.5508817480488142,0.82,150,150
full_ood_stress,global_feature_knn,Global feature kNN,global_feature_knn,sensory_artifact,rectangle_annotation,0.9988,0.9988001898507559,0.013333333333333334,150,150
full_ood_stress,global_feature_knn,Global feature kNN,global_feature_knn,sensory_artifact,arrow_annotation,0.9584,0.9516510000378624,0.18,150,150
full_ood_stress,global_feature_knn,Global feature kNN,global_feature_knn,sensory_artifact,composite_layout,1.0,1.0000000000000002,0.0,150,150
full_ood_stress,global_feature_knn,Global feature kNN,global_feature_knn,sensory_artifact,blur_artifact,0.9853777777777778,0.9847381228615708,0.07333333333333333,150,150
full_ood_stress,global_feature_knn,Global feature kNN,global_feature_knn,sensory_artifact,border_crop,0.9618666666666666,0.958895298406031,0.18,150,150
full_ood_stress,global_feature_knn,Global feature kNN,global_feature_knn,sensory_artifact,gaussian_noise,0.9548888888888889,0.9493213089832457,0.18,150,150
full_ood_stress,global_feature_knn,Global feature kNN,global_feature_knn,sensory_artifact,jpeg_compression,0.9745333333333333,0.9761483910549724,0.11333333333333333,150,150
full_ood_stress,global_feature_knn,Global feature kNN,global_feature_knn,semantic_outlier,cifar10_natural,1.0,1.0,0.0,150,500
full_ood_stress,mahalanobis_feature,Mahalanobis feature,mahalanobis_feature,modality_shift,colour_fundus,1.0,1.0,0.0,150,200
full_ood_stress,mahalanobis_feature,Mahalanobis feature,mahalanobis_feature,modality_shift,oct_screenshot,1.0,1.0,0.0,150,200
full_ood_stress,mahalanobis_feature,Mahalanobis feature,mahalanobis_feature,sensory_artifact,text_watermark,0.7361333333333333,0.6876402485209893,0.6466666666666666,150,150
full_ood_stress,mahalanobis_feature,Mahalanobis feature,mahalanobis_feature,sensory_artifact,rectangle_annotation,1.0,1.0000000000000002,0.0,150,150
full_ood_stress,mahalanobis_feature,Mahalanobis feature,mahalanobis_feature,sensory_artifact,arrow_annotation,0.9968,0.9964769906392702,0.013333333333333334,150,150
full_ood_stress,mahalanobis_feature,Mahalanobis feature,mahalanobis_feature,sensory_artifact,composite_layout,1.0,1.0000000000000002,0.0,150,150
full_ood_stress,mahalanobis_feature,Mahalanobis feature,mahalanobis_feature,sensory_artifact,blur_artifact,0.9964444444444445,0.9961821943627334,0.013333333333333334,150,150
full_ood_stress,mahalanobis_feature,Mahalanobis feature,mahalanobis_feature,sensory_artifact,border_crop,0.9946222222222223,0.9934529949840682,0.013333333333333334,150,150
full_ood_stress,mahalanobis_feature,Mahalanobis feature,mahalanobis_feature,sensory_artifact,gaussian_noise,0.9817777777777777,0.9684632333060784,0.06666666666666667,150,150
full_ood_stress,mahalanobis_feature,Mahalanobis feature,mahalanobis_feature,sensory_artifact,jpeg_compression,0.9910222222222222,0.991242994788827,0.04666666666666667,150,150
full_ood_stress,mahalanobis_feature,Mahalanobis feature,mahalanobis_feature,semantic_outlier,cifar10_natural,1.0,1.0,0.0,150,500
full_ood_stress,patchcore_l3,PatchCore L3,patchcore_layer3,modality_shift,colour_fundus,0.9694666666666667,0.9473233676351562,0.06666666666666667,150,200
full_ood_stress,patchcore_l3,PatchCore L3,patchcore_layer3,modality_shift,oct_screenshot,0.9949333333333333,0.9952929138075539,0.013333333333333334,150,200
full_ood_stress,patchcore_l3,PatchCore L3,patchcore_layer3,sensory_artifact,text_watermark,0.9571777777777778,0.9467487372308432,0.2,150,150
full_ood_stress,patchcore_l3,PatchCore L3,patchcore_layer3,sensory_artifact,rectangle_annotation,0.9929333333333333,0.9910144397913629,0.02,150,150
full_ood_stress,patchcore_l3,PatchCore L3,patchcore_layer3,sensory_artifact,arrow_annotation,0.9983555555555557,0.9982874393613443,0.013333333333333334,150,150
full_ood_stress,patchcore_l3,PatchCore L3,patchcore_layer3,sensory_artifact,composite_layout,0.9930666666666667,0.9903636976443859,0.013333333333333334,150,150
full_ood_stress,patchcore_l3,PatchCore L3,patchcore_layer3,sensory_artifact,blur_artifact,0.5776444444444444,0.5519147287832522,0.9,150,150
full_ood_stress,patchcore_l3,PatchCore L3,patchcore_layer3,sensory_artifact,border_crop,0.8779111111111112,0.8682272072736572,0.44666666666666666,150,150
full_ood_stress,patchcore_l3,PatchCore L3,patchcore_layer3,sensory_artifact,gaussian_noise,0.7501333333333333,0.749046849386708,0.74,150,150
full_ood_stress,patchcore_l3,PatchCore L3,patchcore_layer3,sensory_artifact,jpeg_compression,0.5979111111111112,0.5539325269244321,0.82,150,150
full_ood_stress,patchcore_l3,PatchCore L3,patchcore_layer3,semantic_outlier,cifar10_natural,0.9924266666666667,0.9972389594020399,0.02666666666666667,150,500
full_ood_stress,patchcore_l2_l3,PatchCore L2+L3,patchcore_layer2_layer3,modality_shift,colour_fundus,0.9838666666666667,0.978772207081771,0.06,150,200
full_ood_stress,patchcore_l2_l3,PatchCore L2+L3,patchcore_layer2_layer3,modality_shift,oct_screenshot,1.0,1.0,0.0,150,200
full_ood_stress,patchcore_l2_l3,PatchCore L2+L3,patchcore_layer2_layer3,sensory_artifact,text_watermark,0.9593777777777778,0.9517018561599362,0.14,150,150
full_ood_stress,patchcore_l2_l3,PatchCore L2+L3,patchcore_layer2_layer3,sensory_artifact,rectangle_annotation,0.9998666666666666,0.999866662715874,0.0,150,150
full_ood_stress,patchcore_l2_l3,PatchCore L2+L3,patchcore_layer2_layer3,sensory_artifact,arrow_annotation,0.9994222222222222,0.9994062928258649,0.006666666666666667,150,150
full_ood_stress,patchcore_l2_l3,PatchCore L2+L3,patchcore_layer2_layer3,sensory_artifact,composite_layout,1.0,1.0000000000000002,0.0,150,150
full_ood_stress,patchcore_l2_l3,PatchCore L2+L3,patchcore_layer2_layer3,sensory_artifact,blur_artifact,0.5531111111111111,0.5293518902618621,0.84,150,150
full_ood_stress,patchcore_l2_l3,PatchCore L2+L3,patchcore_layer2_layer3,sensory_artifact,border_crop,0.8884,0.8945660289313083,0.5266666666666666,150,150
full_ood_stress,patchcore_l2_l3,PatchCore L2+L3,patchcore_layer2_layer3,sensory_artifact,gaussian_noise,0.6432444444444445,0.6495745096835372,0.8,150,150
full_ood_stress,patchcore_l2_l3,PatchCore L2+L3,patchcore_layer2_layer3,sensory_artifact,jpeg_compression,0.5755555555555556,0.5411425653022996,0.8666666666666667,150,150
full_ood_stress,patchcore_l2_l3,PatchCore L2+L3,patchcore_layer2_layer3,semantic_outlier,cifar10_natural,0.9907333333333334,0.9967101426928543,0.04,150,500
